begintime,managedelement,eutrancellfdd,CSFB Preparation Success Rate,Inter- Frequency HO Out Success Rate,Intra- Frequency HO Out Success Rate,Downlink Traffic Volume,Uplink Traffic Volume,EUtran Cell Availability,ERAB_Drop_%,ERAB_Drop_Enb%,ERAB_Drop_MME%,S1 Signalling Establishment Success Rate,E-RAB Establishment Success Rate,Cell Downlink Average Throughput (mbit/s),Cell Uplink Average Throughput (mbit/s),RACH Success Rate,InterRat HO Out Success Rate (LTE to WCDMA),RAN Data Retainability,MCS,CQI,DL Data PDCP Packet Loss Rate,UL Data PDCP Packet Loss Rate,LATENCY,Data Calls to GSM/WCDMA Rate,VOLTE Retainability,VOLTE DL Data PDCP Packet Loss Rate,VOLTE UL Data PDCP Packet Loss Rate,VOLTE QCI1 E-RAB Establishment Success Rate,SRVCC SR-2G,SRVCC SR-3G,VOLTE Drop Rate,VOLTE Drop,Volte E-RAB Att,VOLTE Avg Users,Volte ERAB Att,EARLANG Traffic,VOLTE QCI5 E-RAB Establishment Success Rate,RE-EST SR (All QCI),RE-EST SR (QCI-1),RE-EST ATT (QCI-1),RE-EST ATT (All QCI),INTRA FREQ HO PREP#,INTER FREQ HO PREP#,INTRA FREQ HO PREP SR,INTER FREQ HO PREP SR,RRC REJECT#,DLPDCP Average User Throughput,ULPDCP Average User Throughput,PRB Utilization_DL,PRB Utilization_UL,UL_RSSI_WEIGHT_DBM_PUCCH,UL_RSSI_WEIGHT_DBM_PUSCH,BLER_UL,Maximum Connected User Number,Maximum DL Traffic Volume (kbit/s),Avg User,S1 based HO Success Rate,BLER_DL,Maximum UL Traffic Volume (kbit/s),RRC Setup Attempt,MIMO Transmission Rank 2 Rate,X2 based HO Success Rate,RRC Setup Success Rate Bin
2020-09-03,SILTEL,SILTE21L,100.0,26.778,52.031,29258.870361328125,1718.9791259765625,99.55200945626477,0.881,0.05,0.832,99.883,99.13,1396600.3,334953.16,31.03909157007827,95.43,0.881,16.395,11.211,0.002,0.011,10.078,26.2622,100.0,0.125,0.319,100.0,,88.235,0.0,0,196,0.09574468085106383,196,3.439,99.22,78.66449511400651,100.0,4,1228,295,380,61.336828309305375,47.00139470013947,0,14418.86,1909.69,16.797676727484472,9.31844849087733,-113.353528,-118.655513,0.095,23,61135,6.79887706855792,59.5104,0.129,22347,24112,47.786,,0
2020-09-03,SOBTKL,SOBTKI2L,100.0,,99.787,12125.588256835938,1526.4222412109375,100.0,0.031,0.021,0.01,99.985,99.95,765549.04,275151.67,95.23541873838039,,0.031,20.319,12.106,0.008,0.214,5.015,0.0034,99.72,0.068,1.13,100.0,,,0.2778,1,354,0.5052631578947369,354,11.929,99.94,73.21428571428571,,0,56,0,0,100.0,,0,29165.14,7013.02,4.022990803159274,5.739692077022065,-108.643602,-110.70514,0.072,42,82659,7.47306432748538,97.6,0.12,42376,20339,,,0
2020-09-03,INBASVL,INBASVL41,100.0,,100.0,224.989013671875,33.343994140625,100.0,0.633,0.259,0.38,100.0,98.36,419435.07,209289.99,82.04393505253104,,0.633,16.777,12.454,0.019,0.052,118.828,0.4454,97.83,0.043,0.095,100.0,,,2.1739,1,18,0.031914893617021274,18,1.263,98.65,57.142857142857146,,0,14,0,0,100.0,,0,8493.14,2791.69,1.0744444680851064,5.288742695035461,-111.250309,-112.764109,0.076,5,61446,0.17817966903073287,100.0,0.133,16993,538,,,0
2020-09-03,INBASL,INBASGL94,98.611,100.0,100.0,2600.34814453125,256.3958740234375,100.0,0.011,0.011,0.0,99.908,99.87,1058256.6,404025.49,94.6409041195771,100.0,0.011,24.658,14.241,0.007,0.143,66.299,0.1867,100.0,0.038,0.481,100.0,,,0.0,0,304,0.20430107526881722,304,4.629,99.88,62.5,,0,8,0,0,100.0,100.0,0,53719.48,6561.54,0.8557834169653524,4.851799366786141,-110.204382,-112.661878,0.066,11,102240,1.6997729988052568,100.0,0.116,14715,4341,,,0
2020-09-03,SILTEL,SILTE31L,100.0,81.25,31.579,6040.290283203125,550.917724609375,99.54964539007092,0.252,0.014,0.238,99.98,99.56,700977.45,192195.31,82.69098417068135,96.32,0.252,13.779,12.088,0.005,0.086,19.667,21.5993,98.81,0.157,1.617,100.0,,100.0,1.1905,1,77,0.010638297872340425,77,1.286,99.66,70.6896551724138,,0,232,287,3,39.578947368421055,81.25,0,11561.84,930.16,6.600066525037937,7.167145493171472,-115.005134,-119.033331,0.123,14,86576,3.2338297872340425,65.7658,0.139,16593,10418,53.236,,0
2020-09-03,ASELYL,ASELY72L,99.889,62.105,97.59,134923.70751953125,24034.580810546875,100.0,0.365,0.233,0.133,99.998,99.92,2334290.74,724045.35,96.96530725844852,98.237,0.365,26.035,14.422,0.005,0.06,1.349,0.2824,97.16,0.102,0.814,99.83,,95.0,2.8395,69,2382,2.3655913978494625,2382,51.834,99.96,88.65606936416185,70.58823529411765,17,1384,6,0,99.54819277108433,100.0,0,33753.5,9382.75,23.053119187574673,18.7740091995221,-102.180605,-103.411047,0.068,178,105079,59.45664277180406,62.3016,0.056,40900,139065,,,0
2020-09-03,ASELYL,ASELY22L,99.837,100.0,93.088,25984.728515625,2323.7237548828125,100.0,0.398,0.197,0.203,100.0,99.87,1305372.53,403830.47,91.77247689291383,92.453,0.398,25.689,14.211,0.009,0.036,2.47,0.1291,94.0,0.182,0.411,99.78,,100.0,6.0,30,460,0.5053763440860215,460,11.263,99.94,83.56164383561644,75.0,8,438,0,0,100.0,100.0,0,50508.99,12066.6,5.075172891278375,6.405546451612903,-108.972589,-110.328407,0.064,53,99994,14.493381123058542,46.7742,0.076,46029,36773,,,0
2020-09-03,SILTEL,SILTE34L,100.0,98.305,100.0,7261.002197265625,406.4896240234375,99.55437352245863,0.0,0.0,0.0,99.962,99.94,952640.0,575498.62,85.40381791483114,100.0,0.0,14.983,10.861,0.001,0.001,6.842,2.3904,100.0,0.114,0.074,100.0,,100.0,0.0,0,14,0.010638297872340425,14,0.28,99.79,50.0,,0,4,0,3,100.0,98.30508474576271,0,45285.15,7899.42,1.7445865658093798,4.904183975794251,-115.071315,-115.400487,0.044,6,39554,1.2999645390070922,100.0,0.112,35203,2632,78.138,,0
2020-09-03,SOBTKL,SOBTKC2L,100.0,,99.336,8555.8076171875,613.394287109375,100.0,0.106,0.039,0.068,99.992,99.86,1621707.25,374966.24,76.03461249059443,,0.106,18.53,11.896,0.015,0.355,8.441,0.0061,98.67,0.185,2.058,100.0,,100.0,1.3274,3,231,0.23157894736842105,231,5.666,99.87,76.92307692307692,100.0,1,52,0,0,100.0,,0,36509.23,11873.53,2.19643069126483,5.093494820511012,-112.740029,-114.018702,0.066,21,123294,4.170350877192982,98.2609,0.131,46531,12593,71.964,,0
2020-09-03,SOBTKL,SOBTKA2L,100.0,,100.0,7676.5125732421875,2150.8380126953125,100.0,0.039,0.008,0.031,99.987,99.75,1453604.41,472206.51,97.52898465862513,,0.039,26.675,14.573,0.004,0.095,5.251,0.09,100.0,0.1,1.778,100.0,,,0.0,0,142,0.07368421052631578,142,2.341,99.84,42.5,,0,40,0,0,100.0,,0,59448.48,15495.82,1.7103129798817125,5.580368549155173,-113.179931,-112.817037,0.13,22,89811,2.435766081871345,100.0,0.075,46300,7460,,,0
2020-09-03,INBASL,INBASGL91,100.0,100.0,99.482,63.4923095703125,12.0703125,100.0,0.321,0.165,0.16,100.0,99.28,284759.14,195453.09,78.13333333333334,100.0,0.321,23.237,13.743,0.01,0.109,294.16,2.439,100.0,0.021,0.205,100.0,,,0.0,0,9,0.0,9,0.492,100.0,33.333333333333336,,0,12,0,0,100.0,100.0,0,29172.99,2759.69,0.7370864516129032,5.230284086021506,-109.956223,-111.933868,0.076,4,27134,0.12328554360812424,80.0,0.137,1212,301,,,0
2020-09-03,INBASVL,INBASVL64,99.275,96.667,100.0,2341.4981689453125,312.0828857421875,100.0,0.066,0.015,0.051,100.0,99.5,898473.07,351284.47,86.01892744479495,100.0,0.066,25.284,14.497,0.019,0.238,48.389,0.1388,100.0,0.049,0.45,100.0,,,0.0,0,404,0.5319148936170213,404,11.534,99.92,66.66666666666667,0.0,1,6,0,0,100.0,100.0,0,52298.53,2118.33,0.8678331678486998,4.977716867612293,-111.910599,-112.13876,0.053,16,87428,2.1737115839243497,80.9524,0.091,3690,5820,,,0
2020-09-03,INBASL,INBASGL72,100.0,100.0,100.0,450.8583984375,17.17919921875,100.0,0.338,0.0,0.338,99.585,99.77,816344.82,229368.64,95.51656920077973,100.0,0.338,21.061,13.496,0.018,0.107,346.66,3.9344,100.0,0.081,0.254,100.0,,,0.0,0,24,0.021505376344086023,24,0.837,100.0,60.0,,0,10,0,0,100.0,100.0,0,48769.78,815.98,0.7271423416965352,4.625271672640382,-117.591182,-118.106781,0.07,3,55144,0.132831541218638,100.0,0.148,763,242,,,0
2020-09-03,ASELYL,ASELY92L,99.866,100.0,98.054,123558.21752929688,9410.515625,100.0,0.207,0.135,0.072,99.996,99.88,2499456.99,533169.58,91.99025095487892,96.657,0.207,25.378,14.403,0.003,0.064,1.36,0.275,98.45,0.056,0.708,99.96,,100.0,1.5494,35,2229,2.2688172043010755,2229,50.416,99.91,89.14728682170542,89.47368421052632,19,1935,0,0,100.0,100.0,652,27779.21,5578.92,22.295395770609318,13.386622078853046,-102.847406,-106.901911,0.077,199,106165,68.31679808841099,100.0,0.065,44107,182841,,,0
2020-09-03,SILTEL,SILTE24L,100.0,99.365,100.0,22299.080078125,1206.9803466796875,99.54609929078015,0.122,0.008,0.114,99.956,99.99,1384553.1,551833.07,97.74741891750965,100.0,0.122,21.984,12.478,0.001,0.003,2.308,0.6072,100.0,0.041,0.066,100.0,,100.0,0.0,0,150,0.07446808510638298,150,2.537,100.0,84.21052631578948,,0,76,0,2,100.0,99.36507936507937,0,48610.95,6332.26,3.299321584619866,5.548367559957278,-114.006744,-115.234465,0.028,15,113756,3.662730496453901,100.0,0.107,29013,9070,75.481,,0
2020-09-03,ASELYL,ASELY12L,99.778,100.0,86.482,15958.98974609375,1426.32568359375,100.0,1.341,0.397,0.955,99.989,99.72,1776654.96,430484.02,49.337005461775306,97.746,1.341,16.454,11.607,0.03,0.206,6.901,1.9689,86.22,0.353,1.361,99.4,,100.0,13.7763,85,504,0.4838709677419355,504,10.792,99.83,82.41965973534971,100.0,10,529,2,0,99.89949748743719,100.0,0,18459.03,2659.22,7.2306403345280765,6.7312001672640385,-109.150097,-112.382247,0.126,43,86360,9.294778972520907,100.0,0.127,35430,27265,,,0
2020-09-03,INBASVL,INBASVL51,100.0,100.0,99.537,390.757080078125,53.1827392578125,100.0,0.216,0.0,0.216,100.0,98.15,365476.67,178325.41,85.41963015647227,87.5,0.216,26.491,13.954,0.006,0.027,53.008,1.0323,92.86,0.207,0.65,88.0,,100.0,7.1429,2,25,0.0,25,0.274,98.77,66.66666666666667,,0,27,0,0,100.0,100.0,0,18951.18,1432.4,0.8788968794326241,5.445994799054374,-110.98481,-110.12796,0.051,6,35389,0.43398345153664303,98.5714,0.087,6547,765,,,0
2020-09-03,INBASVL,INBASVL62,100.0,98.667,95.833,106.881591796875,10.303466796875,100.0,0.0,0.0,0.0,100.0,97.45,937685.16,305700.96,86.7704280155642,100.0,0.0,20.835,13.114,0.013,0.035,415.763,0.6993,100.0,0.127,0.137,50.0,,,0.0,0,6,0.0,6,0.082,98.18,57.142857142857146,100.0,1,7,3,0,97.5,100.0,0,28559.92,4692.26,0.501897706855792,4.615048758865248,-114.190697,-113.253016,0.21,3,24154,0.07862884160756502,97.1014,0.153,15564,196,,,0
2020-09-03,INBASVL,INBASVL54,100.0,100.0,100.0,4646.76123046875,381.844970703125,100.0,0.016,0.011,0.005,99.988,99.57,1014254.4,645779.88,95.1993490642799,100.0,0.016,25.927,14.31,0.009,0.267,16.228,0.0658,100.0,0.057,1.046,99.76,,,0.0,0,423,0.32978723404255317,423,6.839,99.95,64.70588235294117,100.0,3,17,0,0,100.0,100.0,0,67930.65,1844.63,1.0517619503546098,5.221552529550827,-111.768685,-112.491492,0.085,18,109148,2.706962174940898,100.0,0.092,17275,8461,,,0
2020-09-03,SOBTKL,SOBTKJ2L,100.0,,100.0,11040.930541992188,1016.3514404296875,100.0,0.612,0.014,0.598,100.0,99.95,870905.75,303719.99,97.05501864393882,,0.612,19.902,12.049,0.007,0.068,5.961,0.0059,100.0,0.11,0.505,100.0,,100.0,0.0,0,210,0.2736842105263158,210,6.275,100.0,78.57142857142857,,0,28,0,0,100.0,,0,29751.09,7389.09,3.681127032100398,5.340459771200548,-110.319709,-112.33834,0.051,27,78341,5.499929824561404,100.0,0.111,39759,12070,,,0
2020-09-03,INBASL,INBASGL71,97.436,100.0,100.0,463.540283203125,32.2684326171875,100.0,0.0,0.0,0.0,100.0,98.56,499718.17,256090.51,36.076662908680944,97.143,0.0,21.496,13.537,0.04,0.567,408.356,15.9756,100.0,0.204,1.904,93.33,,,0.0,0,15,0.010752688172043012,15,0.794,98.4,77.77777777777777,100.0,1,54,0,0,100.0,100.0,0,12970.57,572.34,1.072403870967742,5.322776989247312,-108.205909,-110.227614,0.174,4,32851,0.24725209080047791,100.0,0.146,2079,839,,,0
2020-09-03,SOBTKL,SOBTKB2L,100.0,,97.536,8779.78564453125,626.1026611328125,100.0,0.142,0.023,0.12,100.0,99.81,1542248.01,412643.59,93.15324753067944,,0.142,26.002,14.566,0.008,0.049,6.243,0.0352,95.3,0.23,0.693,100.0,,100.0,4.698,7,146,0.05263157894736842,146,2.37,99.8,42.5,100.0,1,40,0,0,100.0,,0,49459.47,3832.97,2.130640222465225,5.209210201418039,-111.608243,-113.177087,0.113,23,82488,4.648666666666667,76.0563,0.115,31176,10766,,,0
2020-09-03,INBASL,INBASGL92,100.0,100.0,100.0,533.5045166015625,49.3436279296875,100.0,0.0,0.0,0.0,100.0,99.86,825613.12,191628.38,88.59832635983264,100.0,0.0,18.621,11.916,0.05,0.067,32.264,1.7442,100.0,0.117,0.128,100.0,,,0.0,0,79,0.08602150537634409,79,2.657,99.78,80.0,,0,5,0,0,100.0,100.0,0,32723.77,1426.27,0.6715793309438471,4.666951170848267,-116.763936,-117.643373,0.056,5,44741,0.35973715651135,100.0,0.118,5309,578,,,0
2020-09-03,SOBTKL,SOBTKD2L,100.0,,99.754,5235.37890625,324.366455078125,100.0,0.096,0.0,0.096,99.979,99.94,1490898.33,377981.91,96.30325814536342,,0.096,21.12,12.076,0.01,0.147,4.371,0.0076,98.15,0.262,1.663,100.0,,,1.8519,2,110,0.05263157894736842,110,1.532,99.94,66.66666666666667,,0,15,0,0,100.0,,0,49454.08,13712.48,1.2751047213137978,4.849326572295486,-112.620694,-113.891018,0.042,18,101941,2.7359766081871344,95.7746,0.13,27213,9505,67.946,,0
2020-09-03,SOBTKL,SOBTKF2L,100.0,,99.645,10667.926025390625,691.4085693359375,100.0,0.077,0.027,0.05,100.0,99.81,1089729.26,309089.2,93.19395897909385,,0.077,21.69,12.819,0.008,0.128,8.367,0.0056,99.3,0.147,1.34,99.32,,,0.6993,1,146,0.17894736842105263,146,4.304,99.86,42.592592592592595,100.0,1,54,0,0,100.0,,0,32317.49,6772.47,3.342843287722985,5.249379549720789,-110.538427,-111.024848,0.089,39,89290,4.494327485380117,98.2379,0.111,45251,12915,,,0
2020-09-03,INBASVL,INBASVL52,100.0,100.0,99.242,436.217529296875,64.6949462890625,100.0,0.194,0.0,0.194,100.0,98.78,811669.37,156282.47,68.86145404663924,100.0,0.194,20.394,11.739,0.028,0.198,27.699,0.4884,98.26,0.055,0.329,100.0,,,1.7391,2,59,0.10638297872340426,59,3.065,99.22,24.137931034482758,,0,29,0,0,100.0,100.0,0,35962.78,1891.98,0.6477686052009456,4.701953628841608,-112.897756,-113.026508,0.064,6,49477,0.40775413711583924,95.2381,0.107,3393,630,,,0
2020-09-03,INBASL,INBASGL81,100.0,100.0,100.0,1708.685546875,114.6552734375,100.0,0.054,0.054,0.0,100.0,97.94,728236.66,222143.28,92.60355029585799,100.0,0.054,24.875,13.832,0.001,0.011,106.102,0.6466,100.0,0.024,0.06,100.0,,,0.0,0,10,0.0,10,0.667,98.35,60.0,,0,10,0,0,100.0,100.0,0,32516.39,4761.04,1.22999027479092,5.380973476702509,-109.978067,-111.342965,0.043,6,58983,0.4395221027479092,100.0,0.097,10623,1210,,,0
2020-09-03,SILTEL,SILTE22L,100.0,97.59,100.0,5603.0126953125,744.9000244140625,99.54728132387707,0.171,0.007,0.164,99.978,99.91,1196730.65,485167.43,97.25787631271879,98.901,0.171,20.986,12.049,0.005,0.013,4.303,1.929,99.17,0.039,0.048,100.0,,100.0,0.8333,1,120,0.22340425531914893,120,5.876,100.0,93.30543933054393,,0,239,0,3,100.0,99.09638554216868,0,29735.74,3423.95,6.057926492179632,5.345974991809545,-118.803712,-118.40324,0.048,12,62870,2.6987825059101653,85.7143,0.195,25623,9047,75.959,,0
2020-09-03,SILTEL,SILTE11L,99.867,73.077,88.437,31717.328002929688,3168.6734619140625,99.5614657210402,0.179,0.047,0.133,99.96,99.76,1168743.27,414655.96,90.54309695667347,98.569,0.179,18.783,12.583,0.003,0.076,3.386,18.3976,99.72,0.088,1.45,99.42,,100.0,0.2778,1,347,0.2978723404255319,347,7.361,99.82,74.6268656716418,,0,402,24,93,94.86081370449679,78.95927601809954,0,20056.81,2279.59,14.278970156852287,11.26921985987539,-112.137077,-118.184345,0.079,41,93851,13.048250591016549,76.4706,0.126,22221,46199,68.049,,0
2020-09-03,INBASL,INBASGL82,98.077,100.0,99.254,1035.1343994140625,119.389892578125,100.0,0.055,0.0,0.055,100.0,99.81,1577889.13,318018.68,89.03638151425763,,0.055,22.524,12.47,0.06,0.153,17.974,0.0,100.0,0.228,0.409,100.0,,,0.0,0,82,0.11827956989247312,82,3.029,99.87,75.0,100.0,1,4,0,0,100.0,100.0,0,47602.51,5808.78,1.054731935483871,4.747832174432497,-115.992586,-117.423625,0.062,10,105127,0.7560692951015532,85.7143,0.106,18371,1326,,,0
2020-09-03,INBASL,INBASGL84,99.401,99.662,100.0,6647.5601806640625,612.7113037109375,100.0,0.031,0.027,0.003,99.974,99.96,1137768.72,347278.86,89.33599495692373,60.0,0.031,24.259,13.949,0.026,0.231,20.089,0.0211,100.0,0.165,0.859,100.0,,,0.0,0,600,0.4838709677419355,600,10.523,99.98,87.5,100.0,3,24,0,1,100.0,99.66216216216216,0,53427.88,4821.19,1.5616063082437277,5.322570095579451,-109.014367,-111.956293,0.088,24,110530,5.716200716845878,100.0,0.114,22326,15554,,,0
2020-09-03,INBASVL,INBASVL42,100.0,100.0,100.0,727.932373046875,30.085205078125,100.0,0.449,0.0,0.449,100.0,99.87,1056124.27,301185.38,76.44927536231884,100.0,0.449,20.652,12.028,0.007,0.07,47.06,0.4219,100.0,0.037,0.212,100.0,,,0.0,0,27,0.010638297872340425,27,1.076,100.0,100.0,0.0,1,2,0,0,100.0,100.0,0,41476.43,4472.46,0.7614854373522459,4.640240579196218,-113.941009,-115.050921,0.088,4,50299,0.2021276595744681,100.0,0.129,4446,389,,,1
2020-09-03,SOBTKL,SOBTKK2L,100.0,,100.0,659.16357421875,36.671142578125,100.0,0.0,0.0,0.0,100.0,99.92,688501.94,242855.37,88.33819241982508,,0.0,18.613,12.135,0.004,0.005,33.49,0.0,100.0,0.081,0.022,100.0,,,0.0,0,15,0.010526315789473684,15,0.281,100.0,100.0,,0,4,0,0,100.0,,0,46691.61,21009.23,0.5787536450893122,4.625902459180903,-114.118056,-113.565033,0.033,9,59152,0.2104093567251462,100.0,0.157,22125,663,78.257,,1
2020-09-03,INBASL,INBASGL74,100.0,100.0,100.0,4537.7757568359375,349.5709228515625,100.0,0.031,0.006,0.025,99.973,99.9,904997.74,542858.77,77.91850220264317,96.429,0.031,25.638,14.492,0.03,0.149,40.553,0.2248,99.76,0.123,0.384,99.77,,,0.237,1,444,0.5053763440860215,444,10.955,99.95,80.95238095238095,100.0,2,21,0,0,100.0,100.0,0,58080.3,2105.88,1.1564908482676226,5.093882270011948,-111.40441,-112.995324,0.077,18,150687,2.7166069295101556,100.0,0.096,16982,7471,,,0
2020-09-03,SILTEL,SILTE14L,100.0,98.393,100.0,11357.482421875,2089.12744140625,99.55673758865248,0.085,0.007,0.079,99.974,99.97,1387182.91,644544.87,99.12879099202762,95.05,0.085,13.933,12.337,0.001,0.003,3.457,1.8746,100.0,0.064,0.176,100.0,,,0.0,0,93,0.0,93,0.917,99.97,87.75510204081633,,0,49,0,8,100.0,98.57142857142857,0,33547.24,8137.61,3.5019650358979333,6.252465896963229,-114.265698,-115.390302,0.073,13,88004,3.2192789598108744,100.0,0.132,47315,11348,57.146,,0
2020-09-03,INBASVL,INBASVL61,100.0,100.0,100.0,627.3192138671875,58.1588134765625,100.0,6.304,0.0,6.304,100.0,98.51,466340.88,268786.74,79.69624300559552,100.0,6.304,11.971,11.747,0.02,0.03,183.405,0.4274,100.0,0.456,0.583,100.0,,,0.0,0,10,0.0,10,0.245,98.75,72.0,,0,50,0,0,100.0,100.0,0,4740.95,1114.11,1.840554231678487,5.4408283451536645,-113.294651,-113.510721,0.091,4,34476,0.26570921985815604,100.0,0.108,10818,568,,,0
2020-09-03,SOBTKL,SOBTKE2L,99.666,,99.694,18320.524536132812,1436.245849609375,100.0,0.044,0.023,0.02,99.987,99.85,1864860.02,527837.28,82.265946912831,,0.044,23.976,13.49,0.003,0.098,2.993,0.0,99.63,0.06,1.022,100.0,,,0.3731,1,280,0.3263157894736842,280,7.526,99.92,85.18518518518519,100.0,2,81,2,0,99.87775061124694,,0,43118.45,7809.16,4.225244684242217,6.024487857286219,-108.372569,-111.068651,0.089,39,103275,8.80106432748538,98.2659,0.094,33631,23768,,,0
2020-09-02,INBASL,INBASGL94,100.0,100.0,99.881,2588.266845703125,252.6165771484375,100.0,0.01,0.01,0.0,99.982,99.91,912753.55,408910.32,93.86898515964623,100.0,0.01,24.552,13.936,0.021,0.225,101.599,0.1261,99.5,0.115,0.694,100.0,,,0.5025,1,228,0.13541666666666666,228,4.539,99.95,100.0,100.0,1,3,0,0,100.0,100.0,0,41896.75,3401.31,0.9096475,4.889830381944444,-109.57539,-112.569603,0.107,14,147269,2.0567824074074075,50.0,0.148,6541,5428,,,0
2020-09-02,INBASVL,INBASVL41,100.0,,99.475,541.6468505859375,55.0245361328125,100.0,0.997,0.0,0.997,100.0,99.28,454061.63,144303.62,78.15384615384616,,0.997,20.721,12.951,0.029,0.084,54.6,0.7072,98.55,0.077,0.147,100.0,,,1.4493,1,32,0.0625,32,2.429,100.0,63.63636363636363,,0,11,0,0,100.0,,0,15925.87,2129.24,1.0768575925925925,5.336509953703704,-110.709219,-112.312221,0.054,6,43356,0.4145023148148148,92.3077,0.112,3538,676,,,0
2020-09-02,ASELYL,ASELY02L,100.0,,89.762,78564.93347167969,6889.8660888671875,100.0,0.49,0.21,0.282,99.585,99.87,1740444.85,460196.1,85.16855369028309,98.056,0.49,23.259,13.548,0.015,0.081,2.263,0.2886,94.01,0.284,0.835,99.66,,87.5,5.9866,98,1490,1.4791666666666667,1490,32.702,99.92,84.13631022326675,90.0,10,851,0,0,100.0,,0,27270.87,5985.43,17.656617592592593,10.162185879629629,-102.269739,-106.115785,0.077,141,86672,36.379004629629634,35.7143,0.091,31949,101919,,,0
2020-09-02,SOBTKL,SOBTKD2L,100.0,,99.78,2754.56298828125,346.1575927734375,99.81597222222223,0.138,0.006,0.133,99.98,99.97,1076029.32,376230.46,95.97562930896264,,0.138,20.169,11.87,0.008,0.039,18.234,0.0,97.44,0.257,0.658,100.0,,,2.5641,2,82,0.010416666666666666,82,0.824,99.97,84.61538461538461,,0,13,0,0,100.0,,0,32757.91,16764.97,1.075031225282444,4.841712845455511,-109.583946,-113.610969,0.038,18,101955,2.7496296296296294,95.1613,0.16,9291,10288,63.174,,0
2020-09-02,SOBTKL,SOBTKJ2L,100.0,,99.663,8733.149169921875,872.2713623046875,99.81597222222223,0.756,0.04,0.717,99.992,99.97,815977.76,290299.73,96.41774204922079,,0.756,19.547,11.431,0.013,0.073,14.552,0.0055,99.12,0.102,0.305,100.0,,,0.8772,2,235,0.4166666666666667,235,9.903,100.0,70.37037037037037,,0,27,1,0,99.83164983164983,,0,25380.74,13217.48,3.4738365896561088,5.308132692693638,-105.900036,-112.145502,0.039,26,76924,5.78130787037037,99.4681,0.138,36879,12836,,,0
2020-09-02,INBASL,INBASGL92,100.0,100.0,98.601,883.0413818359375,236.2745361328125,100.0,0.117,0.04,0.078,100.0,99.57,668009.06,334529.28,83.03448275862068,100.0,0.117,16.825,11.36,0.037,0.057,30.016,1.2258,97.94,0.109,0.138,100.0,,,2.0619,2,75,0.09375,75,3.366,99.71,36.36363636363637,,0,11,0,0,100.0,100.0,0,29452.36,8653.1,0.7770746759259259,4.780002962962963,-115.92526,-117.333932,0.087,6,59405,0.6518287037037037,85.7143,0.133,9366,887,,,0
2020-09-02,ASELYL,ASELY72L,99.908,47.264,97.849,128059.98767089844,26396.969970703125,100.0,0.471,0.326,0.146,99.549,99.9,2187814.3,774478.98,97.24205876907615,97.505,0.471,26.021,14.414,0.004,0.052,1.337,0.3564,96.32,0.102,0.908,99.91,,95.238,3.6796,79,2112,1.9791666666666667,2112,44.674,99.94,84.44835680751174,93.33333333333333,30,1704,1,0,99.92581602373888,100.0,241,31376.9,9829.89,22.35469380787037,19.110379756944443,-101.1992,-103.702083,0.072,185,101769,59.1071875,51.3514,0.057,37357,140633,,,0
2020-09-02,INBASVL,INBASVL44,100.0,98.343,100.0,6269.3553466796875,694.9178466796875,100.0,0.022,0.006,0.017,99.989,99.98,1172285.89,530572.96,96.00701207635372,100.0,0.022,24.607,14.167,0.005,0.157,41.464,0.0433,99.73,0.032,0.551,100.0,,,0.271,1,434,0.3645833333333333,434,9.212,99.98,87.5,100.0,3,8,0,0,100.0,100.0,0,55749.74,3804.06,1.474753738425926,5.268936493055556,-111.02437,-112.957929,0.079,18,109164,3.1729282407407404,50.0,0.108,22412,8728,,,0
2020-09-02,INBASVL,INBASVL42,100.0,100.0,100.0,601.7269287109375,77.6270751953125,100.0,0.0,0.0,0.0,100.0,99.47,1131981.73,225272.63,68.28282828282828,100.0,0.0,21.25,12.066,0.011,0.057,59.473,0.207,100.0,0.037,0.122,100.0,,,0.0,0,44,0.08333333333333333,44,1.967,100.0,33.333333333333336,,0,3,0,0,100.0,100.0,0,53178.26,10445.56,0.7722512847222222,4.66244181712963,-113.932443,-114.833956,0.039,5,73405,0.2579513888888889,100.0,0.115,22360,386,,,0
2020-09-02,ASELYL,ASELY12L,99.838,100.0,85.863,18956.988037109375,1662.8349609375,100.0,1.282,0.413,0.88,99.496,99.64,1512529.31,400715.03,78.51959658904559,96.778,1.282,16.555,11.764,0.035,0.154,3.717,2.1515,87.9,0.374,0.927,99.67,,100.0,12.1011,91,601,0.625,601,14.932,99.85,81.56748911465893,100.0,10,689,3,0,99.86406887177164,100.0,0,17498.24,2034.19,8.341703842592592,7.035851851851852,-108.506666,-112.213393,0.125,48,96696,11.110138888888889,100.0,0.128,22155,32862,,,0
2020-09-02,SILTEL,SILTE21L,99.77,45.161,44.158,30883.232177734375,1807.2728271484375,99.98148148148148,0.534,0.097,0.44,99.919,99.39,1263278.55,366162.11,14.091131598270376,95.807,0.534,14.634,11.234,0.003,0.018,9.256,22.1454,99.09,0.115,0.38,100.0,,97.5,0.9091,2,201,0.21875,201,4.971,99.34,80.74349442379182,50.0,4,1345,487,195,51.78217821782178,55.06912442396313,0,12871.9,2091.56,20.41593053479288,9.542993514008776,-112.09783,-118.502913,0.091,20,54466,8.269409722222223,74.9478,0.131,16569,29757,50.009,,0
